variant_id,object_id,z_shift,table_x,table_y,object_mass,attempts,successes,failures,success_rate
1296,5,0.41118180751800537,0.6141282320022583,0.9979063272476196,0.3073754906654358,61,4,57,0.06557377049180328
1766,17,0.4548397958278656,0.6767597198486328,0.9797934293746948,0.6682285070419312,45,3,42,0.06666666666666667
1141,5,0.7563561201095581,0.6561902761459351,0.777316689491272,0.6808013916015625,45,3,42,0.06666666666666667
720,25,0.7454297542572021,0.5729074478149414,0.8368317484855652,0.42316335439682007,44,3,41,0.06818181818181818
1472,5,0.7608354091644287,0.5759978890419006,0.8072203993797302,0.3734845519065857,44,3,41,0.06818181818181818
1762,12,0.47109255194664,0.6451828479766846,0.8022179007530212,0.7968358397483826,44,3,41,0.06818181818181818
749,12,0.5686042308807373,0.5995061993598938,1.1837421655654907,0.6724277138710022,43,3,40,0.06976744186046512
1137,12,0.7083810567855835,0.54376620054245,1.1363615989685059,0.6738877296447754,43,3,40,0.06976744186046512
1674,25,0.5947256088256836,0.6149486899375916,0.8522801399230957,0.325988233089447,43,3,40,0.06976744186046512
1171,5,0.4858524799346924,0.6182498931884766,1.1873078346252441,0.2975422739982605,43,3,40,0.06976744186046512
620,12,0.6296885013580322,0.5920138359069824,1.0990417003631592,0.5882963538169861,43,3,40,0.06976744186046512
1245,4,0.46030887961387634,0.6527174711227417,0.6791674494743347,0.7535066604614258,57,4,53,0.07017543859649122
195,5,0.4593152701854706,0.6276692152023315,0.7788894176483154,0.27023446559906006,42,3,39,0.07142857142857142
1684,25,0.4165533781051636,0.6025146842002869,0.9480157494544983,0.4407343566417694,56,4,52,0.07142857142857142
357,25,0.6583411693572998,0.5945822596549988,0.7201746106147766,0.6022287607192993,55,4,51,0.07272727272727272
1333,12,0.7374343276023865,0.6700071096420288,1.0122796297073364,0.49818336963653564,55,4,51,0.07272727272727272
1598,12,0.7884970903396606,0.6948820352554321,0.8719240427017212,0.6777349710464478,41,3,38,0.07317073170731707
214,25,0.7743728160858154,0.6096968650817871,0.6641049981117249,0.3585946261882782,54,4,50,0.07407407407407407
59,17,0.6620714664459229,0.5428054928779602,1.0373120307922363,0.5204052329063416,27,2,25,0.07407407407407407
1456,12,0.7030804753303528,0.5071176886558533,1.0807393789291382,0.7085418701171875,40,3,37,0.075
504,17,0.5618244409561157,0.5865289568901062,0.7622134685516357,0.29455840587615967,40,3,37,0.075
1070,13,0.7798599004745483,0.6177303194999695,1.0802099704742432,0.7459211349487305,53,4,49,0.07547169811320754
99,12,0.539456844329834,0.5081559419631958,0.9131494760513306,0.3026065230369568,53,4,49,0.07547169811320754
61,12,0.7299089431762695,0.5630187392234802,0.7400937676429749,0.30819541215896606,39,3,36,0.07692307692307693
