variant_id,correct_success_count,total_success_count,wrong_success_count
1448,12,57,45
1449,31,61,30
1450,23,55,32
1451,21,61,40
1452,8,62,54
1453,14,63,49
1454,13,48,35
1455,23,59,36
1456,4,50,46
1457,26,62,36
1458,5,57,52
1459,13,54,41
1460,6,60,54
1461,25,55,30
1462,16,67,51
1463,2,45,43
1464,37,65,28
1465,1,44,43
1466,10,58,48
1467,11,59,48
1468,10,55,45
1469,23,47,24
1470,10,62,52
1471,32,65,33
1472,7,46,39
1473,17,47,30
1474,19,54,35
1475,2,55,53
1476,20,62,42
1477,5,63,58
1478,8,45,37
1479,14,50,36
1480,3,51,48
1481,13,59,46
1482,4,50,46
1483,13,45,32
1484,10,47,37
1485,9,50,41
1486,5,36,31
1487,25,51,26
1488,6,64,58
1489,10,48,38
1490,15,64,49
1491,15,49,34
1492,9,52,43
1493,14,59,45
1494,21,60,39
1495,12,57,45
1496,27,72,45
1497,26,62,36
1498,6,49,43
1499,17,58,41
1500,18,50,32
1501,15,63,48
1502,1,49,48
1503,28,67,39
1504,25,60,35
1505,12,57,45
1506,23,57,34
1507,17,65,48
1508,22,51,29
1509,25,54,29
1510,9,52,43
1511,25,66,41
1512,3,38,35
1513,6,48,42
1514,23,50,27
1515,27,62,35
1516,3,40,37
1517,23,46,23
1518,7,63,56
1519,28,71,43
1520,21,53,32
1521,15,52,37
1522,10,37,27
1523,24,61,37
1524,17,64,47
1525,19,50,31
1526,23,62,39
1527,3,51,48
1528,20,52,32
1529,24,60,36
1530,20,65,45
1531,3,49,46
1532,5,44,39
1533,3,45,42
1534,22,63,41
1535,19,65,46
1536,17,62,45
1537,26,60,34
1538,22,68,46
1539,19,64,45
1540,3,50,47
1541,10,56,46
1542,24,57,33
1543,4,41,37
1544,4,45,41
1545,4,44,40
1546,5,47,42
1547,8,64,56
1548,12,54,42
1549,25,61,36
1550,14,52,38
1551,10,47,37
1552,15,50,35
1553,18,61,43
1554,7,60,53
1555,24,62,38
1556,21,62,41
1557,4,48,44
1558,4,38,34
