category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts
far_recovery,2,43,0,0,0,0,0,0,0,0,4,0,0.6023683547973633,0.650766909122467,0.7724185585975647,0.05000000074505806,0.43461695313453674,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,44,0,0,0,0,0,0,0,0,4,22,0.49463653564453125,0.5318028330802917,0.7438853979110718,0.05000000074505806,0.26241040229797363,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,45,0,0,0,0,0,0,0,0,4,18,0.7028030157089233,0.6614553928375244,0.8963267803192139,0.05000000074505806,0.3999272882938385,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,46,0,0,0,0,0,0,0,0,4,22,0.493835985660553,0.5960052013397217,0.7987180948257446,0.05000000074505806,0.48362940549850464,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,47,0,0,0,0,0,0,0,0,4,16,0.6588209867477417,0.5815162658691406,0.9721779227256775,0.05000000074505806,0.27858221530914307,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,48,0,0,0,0,0,0,0,0,4,22,0.542248547077179,0.5298731923103333,0.7502112984657288,0.05000000074505806,0.5531107783317566,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,49,0,0,0,0,0,0,0,0,4,11,0.5780731439590454,0.5001150965690613,1.044979214668274,0.05000000074505806,0.6899608373641968,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,50,0,0,0,0,0,0,0,0,4,31,0.4077223837375641,0.6755678653717041,0.9237488508224487,0.05000000074505806,0.450089693069458,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,51,0,0,0,0,0,0,0,0,4,9,0.5046436786651611,0.53985595703125,1.0494203567504883,0.05000000074505806,0.6166551113128662,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,52,0,0,0,0,0,0,0,0,4,28,0.7085268497467041,0.6747312545776367,0.7372907996177673,0.05000000074505806,0.6432989239692688,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,53,0,0,0,0,0,0,0,0,4,12,0.5513845682144165,0.5279841423034668,1.1443356275558472,0.05000000074505806,0.7891708016395569,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,54,0,0,0,0,0,0,0,0,4,0,0.7992099523544312,0.6244072914123535,0.9069404602050781,0.05000000074505806,0.49514758586883545,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,55,0,0,0,0,0,0,0,0,4,30,0.7603176832199097,0.6603463888168335,1.077627182006836,0.05000000074505806,0.45402729511260986,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,56,0,0,0,0,0,0,0,0,4,15,0.5906352996826172,0.616001307964325,1.1718047857284546,0.05000000074505806,0.5292272567749023,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
far_recovery,2,57,0,0,0,0,0,0,0,0,4,8,0.466503381729126,0.6996256709098816,0.7035068869590759,0.05000000074505806,0.3819565176963806,32,32,False,,,,,,inf,inf,0.0,0.0,0,0,0,0.0,0
